Author,Content,Date,Linked Messages,Message ID,ThreadTitle,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,annotation_id,annotator,created_at,id,lead_time,sentiment,updated_at,Sentiment
lilmisswbd2cbt,bump,"Jul 16, 2024 at 6:28 PM",,2598815,Quetiapine as AE for SN,,,,,,,,974,1,2024-10-05T06:31:39.690184Z,968,2.216,no enough information,2024-10-05T06:31:39.690184Z,5
itsalittlecold,"From what I know, it can be used as an ae..
If you've never taken before it is quite sedative. 50mg would put me to sleep within 30mins and I'm quite a big guy.
25-50mg is the usual starting dose, the only thing I think should be considered is how fast it can put you to sleep..
If it's a med you're used to, I'd say double the dose.","Jul 16, 2024 at 8:55 PM",2598815,2598922,Quetiapine as AE for SN,,,,,,,,975,1,2024-10-05T06:31:43.089257Z,969,2.81,method,2024-10-05T06:31:43.089257Z,5
DOHARDTHINGS24,"It's tough, I've taken for so long. No one can believe I took 800. I say to my ex who is 2.5 times my size, that if he took that in in one go, he'd probably sleep for 2 days straight. It's an insidious bullshit drug that I hate - if I was litigious, I'd go back to the motherfucker that prescribed it for me for sleep - he distinctly told me it was the only sleeping aid medication that had ""zero side effects"". Tell that to the tumour behind my eye & my pancreas & the rest. And he was someone I trusted, someone who is actually ""famous"" in the psych world, Globally. I truly believe it was him being bought by BigPharma. I'm not a conspiracy theory person, it's not my thing, but having seen what has happened with endocrinologists in my country, a first world country, I cannot see a way around it. I have one doc that I trust with my life & I wish I could see them but am deliberately avoiding so they can't be implicated in any way. But geez, if they could give me 10 min to discuss this legally, I wouldn't have a care left in the world. Well, nearly.
But I'm still not sure what to do about the seroquel. The guides say as little meds as possible but as little change as possible & I'm just stuck.","Jul 17, 2024 at 12:05 AM",,2599061,Quetiapine as AE for SN,,,,,,,,976,1,2024-10-05T06:32:27.522840Z,970,43.847,"{""choices"":[""done, started or prepared to do anything to end your life?"",""high risk"",""method""]}",2024-10-05T06:32:27.522840Z,3
itsalittlecold,"800 is a huge dose. I only used them recreationally never long enough to build a tolerance, 50mg sent me over though. I can imagine 800 would make me sleep for 2 days too lol.
I hear what you're saying about big pharma too, a patient healed is a patient lost right?

Yeah there doesn't seem to be any cases of anyone using it as an ae but a pretty solid guide does state it can be used as one. I think in your case realistically it's thinking about the worst case scenario… they recommend as little meds as possible to lower the risk of vomiting & to have as little change as possible to prevent unnecessary discomfort.

How is your stomach normally? Are you prone to vomit? Even with the best ae, they still is a high Risk of vomiting and that's why a second glass is recommended to be prepared incase of vomiting, the 2nd can be consumed straight after…

When I ctb, I'm using cannabis as my ae (I'm a full time smoker) mirtazipine for a sedative, fasting 18 hours (I fast 20hours normally) and then hidden away for Atleast 12 hours. I think even if I vomit, a 35g dose of sn will end my journey. if I have discomfort as long as I'm not found I'm willing to go through it","Jul 17, 2024 at 12:20 AM",2599061,2599069,Quetiapine as AE for SN,,,,,,,,977,1,2024-10-05T06:33:10.030984Z,971,41.847,"{""choices"":[""2 thoughts about killing yourself?"",""thoughts and some intention of acting on them?"",""started to work or did you intent to carry out this plan?"",""high risk"",""method""]}",2024-10-05T06:33:10.030984Z,3
rj3542,"Hi everyone, this is my intro post and the first time I've been able to talk about these things, which is such a relief. I tried talking about it to a friend once before, but he kept trying to make everything positive and tell me to vision what I wanted to make it a reality, but that's just not been my life.

I've been reading a lot on here since January and finally made an account.

I have chronic illnesses (Lyme and complications) and major chronic pain from fracturing my spine in a horse accident as a kid that makes it hard to work. It also gave me a bad head injury that caused lifelong neurotransmitter issues. All to say, life has been tough, but I preserved for a long time and spent a lot of time and money on everything possible to improve my quality of life. It takes hours a day of self care just to be able to work or travel, but I did it for many years, and I'm just totally worn out from it all. I've tried numerous meds, supplements, therapies, including several procedures on my spine to get better. This journey consumed my life, but I still pushed forward and found things to enjoy.

I'm not much of a complainer, but my husband never had patience for my health problems and finally got completely tired of me last year. He didn't want to help anymore, and honestly I'm not sure he ever really loves me.

My family doesn't live close, but also has never been supportive and sometimes even denied I had problems even when showed xrays and MRI of injuries, so I'm mostly on my own with a little help from the few friends I have, but they have their own lives of course and are busy. I feel really guilty for how my friends and family will feel, and I've been working through this.

I'm at a point where I'm just weary emotionally and physically every day and am ready to let go. I'm in midlife, and I've done as much as I want. I'm ready to let go of the suffering and struggle. I've been contemplating having choice about an exit for 15+ years, and have been seeking a solid method for 6 months. I found the PHP, final exit, and this website, which I'm so grateful for. I've had plenty of time to consider it so I know it's a rational choice and not a fleeting thought.

I ready tried and had trouble with Nitrogen method, which caused me very rapid heartbeat, severe anxiety, and weird muscle movements without passing out, even with following the method. This seems to be an unusual effect.

So now I've been reading as much about SN as I can since I've finally sourced everything, but still need to test the SN when it arrives. I've been reading all the successful and failed attempt accounts. For some it seems peaceful and for others very painful, even with AE and propranolol, and I only see the 1 observer account of Moonicide of what happened after loss of consciousness. These accounts are so helpful btw.

I'm most concerned about it becoming too painful, but I've already experienced inpatient psych and never want that again, so calling EMS if it's too much is out of the question.

I do have some Ativan I can add, I should have meto and propranolol, and I have risperidone. I have oxycodone or tramadol I could use, if I can figure out the timing.

I didn't mean for this to get so long.

I'm wondering, for those of you who are planning your CTB, how are you working through any fears of pain or failure? How do you muster the courage to take the SN? I'm trying to think of what my future holds if I don't, which helps, but I'm still concerned.

Thanks so much for reading and any responses or thoughts.","Jul 5, 2024 at 7:29 PM",,2586604,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,978,1,2024-10-05T06:34:43.990942Z,972,93.25,"{""choices"":[""2 thoughts about killing yourself?"",""thinking about how you might do this?"",""thoughts and some intention of acting on them?"",""started to work or did you intent to carry out this plan?"",""done, started or prepared to do anything to end your life?"",""high risk"",""method""]}",2024-10-05T06:34:43.990942Z,3
doingitrighthistime,"I'm planning on sipping out of a straw which I think will make it easier. What are you concerned with pain for with the SN? Because of the tachycardia or the stomach? I'll be getting mine in soon.

Yes, inpatient psych is NOT fun.
Thankfully, the likelihood of failure is very low unless you're found.
I don't know how I'll get myself to do it and I'm also afraid I'll call for help after I do","Jul 5, 2024 at 8:26 PM",2586646,2586646,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,979,1,2024-10-05T06:34:52.915820Z,973,8.258,method,2024-10-05T06:34:52.915820Z,5
divinemistress36,Fear is holding me back,"Jul 5, 2024 at 8:30 PM",,2586649,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,980,1,2024-10-05T06:34:57.044483Z,974,3.458,no enough information,2024-10-05T06:34:57.044483Z,5
rj3542,"Yeah, it's fear of the pain and tachy. Some people seem to not have a lot of pain and others said it was really bad. I wonder if fear of dying makes it worse?

I was thinking I might let my phone battery die so I can't call for help if I end up in a daze and not thinking clearly or panicking.","Jul 5, 2024 at 9:48 PM",2586646,2586715,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,981,1,2024-10-05T06:35:05.689746Z,975,7.979,no enough information,2024-10-05T06:35:05.689746Z,5
sevensquared,I'm not really. The fear is overwhelming. I'm really scared because benzos always put me to sleep and i dont know how many to take or when just to feel calmer but awake. I'd like to experiment with the dose but I've only got a few and can't get any more,"Jul 5, 2024 at 11:51 PM",,2586779,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,982,1,2024-10-05T06:35:10.841221Z,976,4.317,no enough information,2024-10-05T06:35:10.841221Z,5
rj3542,"I'm trying to figure out the right benzo dose and timing as well. I have 1 valium, I think 5 Xanax, but several Ativan. I don't want to ask for more valium or Xanax either, and I know the Ativan isnta as good, but it's what I have. The PhP lists very high doses for benzos. Trying to map this part out so I can be zonked out. I was.alao thinking about using tramadol or oxycodone for the pain reliever, but unclear about dose. I don't want to add to the nausea.","Jul 6, 2024 at 12:00 AM",2586779,2586787,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,983,1,2024-10-05T06:35:19.496115Z,977,7.98,"{""choices"":[""done, started or prepared to do anything to end your life?"",""high risk"",""method""]}",2024-10-05T06:35:19.496115Z,3
DOHARDTHINGS24,"I'm freaking about the tachycardia causing SI to kick in. I've had it really badly before from a near fatal thyroid storm & also from a bad reaction to a (prescribed) ADHD drug. And that heart racing feeling makes my brain go into anxiety mode at a time when I need to be calm. I'm going to book a hotel or caravan park, write a note on the outside of an internal locked door, probably attempt to barricade myself in there depending on what they have - I haven't picked a place yet. But I'm legit thinking about moving couches or whatever to barricade the exit & then do the same in the room I attempt to CTB. I will one hundred percent destroy my phone & the hotel phone once I'm situated. I'm hoping that not having a phone will be super helpful & that if I have taken the SN, I'll be too weak to overcome 2 barricaded exits. And that if it's rural, even if I scream for help, maybe no one will hear me. My 2 big issues, that if anyone has any clue at all, please let me know - 1 is that I'm allergic to propranolol & have no idea what else would stop the tachycardia & no idea if I would be allergic to other beta blockers - I only tried the one. Literally anything to stop the tachycardia, it's really what I'm worried about making me stay awake or panic or something???? And the second is about Valium & temazepam. I have access to a decent amount of both, but I've taken 2 temazepam & 1 diazepam daily for years - does that mean I need more than other people?? Will that help me be calm? Will too much make me vomit? What's too much? I'm a 53 kilo female. I would honestly like to suck them down like lollies - some before the first SN dose but I don't know how many??? And more after my backup dose??? I really don't know & need help with this part of it - how to prevent tachycardia & the maximum amount of temazepam & diazepam I can take & at each stage???!","Jul 7, 2024 at 4:06 AM",,2587962,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,984,1,2024-10-05T06:35:57.288225Z,978,37.184,"{""choices"":[""done, started or prepared to do anything to end your life?"",""high risk"",""method""]}",2024-10-05T06:35:57.288225Z,3
rj3542,"@DOHARDTHINGS24
A thyroid storm is definitely terrifying. What happened when you took propranolol?
I have heard if you take benzos regularly you build a tolerance so may need more.
My plan is to crush the benzos in a little water to make a paste and dissolve in my mouth to bypass my stomach and increase onset.

I posted in a other thread about OD on benzos and the response might be helpful.

I'm not sure about the tachyca6 though. It seems very anxiety provoking for you, understandably. Do you feel another method may be better because of this or is your heart set on SN?","Jul 7, 2024 at 6:01 PM",,2588774,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,985,1,2024-10-05T06:36:07.688564Z,979,9.808,"{""choices"":[""done, started or prepared to do anything to end your life?"",""high risk"",""method""]}",2024-10-05T06:36:07.688564Z,3
pthnrdnojvsc,"me too. i;ve read about so many calling for help after drinking SN , damn si. that's what's stopping me and also other things you mentioned in your post. can't fail.

i've read about so many ""saving"" themselves even unconsciously in all kinds of ways , even without a phone just telling someone else etc. i need to find an isolated spot . .","Jul 7, 2024 at 6:11 PM",2586715,2588784,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,986,1,2024-10-05T06:37:01.277864Z,980,52.863,"{""choices"":[""2 thoughts about killing yourself?"",""thinking about how you might do this?"",""thoughts and some intention of acting on them?"",""high risk"",""method""]}",2024-10-05T06:37:01.277864Z,3
justwannadip,"These are also my fears. I have anxiety and ocd so i dont trust myself to not try to reverse it. Idk if I should leave my phone somewhere else, even tho I want to go I still want to give myself the choice to call for help…but I hope I don't do that. I just worry that not having a phone with me will make me panic even more and my last moments will be awful (like imagine running out into the hotel hallway trying to knock on someone's door for help while vomiting and turning blue). Wish I had anhedonia and 0 anxiety about it so I could just do it.","Jul 7, 2024 at 7:32 PM",2587962,2588882,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,987,1,2024-10-05T06:37:16.020110Z,981,14.083,no enough information,2024-10-05T06:37:16.020110Z,5
divinemistress36,Same. Even in a hotel im afraid i would reach out for help or someone would hear me,"Jul 7, 2024 at 8:02 PM",2588784,2588908,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,988,1,2024-10-05T06:37:21.189992Z,982,4.544,no enough information,2024-10-05T06:37:21.189992Z,5
Joansoon,"Same! I mean I can't change my mind if I go through with it. I also think about my mum - she's the only one I have that I care about, who I'll be leaving behind.

On a side note, I hear that your skin /face gets darker when you use SN. Is this true?","Jul 7, 2024 at 8:57 PM",2586649,2588933,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,990,1,2024-10-05T06:38:56.947350Z,984,90.0,"{""choices"":[""2 thoughts about killing yourself?"",""thinking about how you might do this?"",""medium risk"",""method""]}",2024-10-05T06:38:56.947350Z,2
Panopticon021,"I've been like this for soooo long. I have moved past the tears, the fear, the wild emotions. I'm now in a really calm, confident place with my mind made up. I'm in the departure lounge. No going back now. It's kinda scary just how calm I am.
I am going to stay up as long as I can. Sleep is not a problem for me, if I stay up for a long time, I figure I can nod off very quickly after drinking SN.
That said, I will take something to calm me down just before
I am planning to fast all day, and take anti emetics regularly for a day or 2 before
I am planning to shot the SN in x2 goes.
I will take an antacid and a sweet to take the taste out of my mouth
I already have tachycardia - so that's nothing new.

I have it all sussed, RIGHT? Not quite. I have everything I need EXCEPT the SN itself. If anyone can DM with a source to deliver to NZ, I would be extra grateful. The ""usual places"" have all turned me down when they see my delivery address.","Jul 7, 2024 at 9:09 PM",,2588946,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,991,1,2024-10-05T06:39:36.715330Z,985,39.015,"{""choices"":[""done, started or prepared to do anything to end your life?"",""high risk"",""method""]}",2024-10-05T06:39:36.715330Z,3
divinemistress36,"Yes and lips and fingernails get blue
Thinking of getting fake nails before so i cant see my fingernails turning blue","Jul 7, 2024 at 9:14 PM",2588933,2588949,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,992,1,2024-10-05T06:39:41.895175Z,986,4.509,no enough information,2024-10-05T06:39:41.895175Z,5
ringo99,Simple. I remind myself about the kind of life I have ahead of me if I choose to live,"Jul 7, 2024 at 9:23 PM",,2588957,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,993,1,2024-10-05T06:39:48.105855Z,987,5.592,no enough information,2024-10-05T06:39:48.105855Z,5
DOHARDTHINGS24,"SN is my only option right now. I had a weird reaction to the beta blocker - I have a history of (I've maybe forgotten the real words, there's about 3 or so) idiosyncratic reactions etc. Either meds do the opposite to me of what they're for or I get highly unusual side effects that aren't listed anywhere but when I stop the meds, the side effects go away - it's a pain. Highly unlikely for anyone else to get the same side effects & especially if not taking for long in advance. It is freaking me out that I'll have an adverse reaction to SN - that my body just accepts it or I start vomiting immediately or I pass out too quick for the second dose etc. It's such an unknown.
My endocrine system is unique & busted up apparently.
The thyroid storm was insane but I wish now I'd taken that opportunity & just died then.
I would imagine I have a high tolerance for a lot of prescription meds that I've been taking long term & that stresses me out too. I'm going to crush the pills too. I am really worried I'll confuse tachycardia for wanting to live & panic making me get help. My decision is made. It won't be unmade. I know for some people the decision is reversible & for some it's not. I'm doing this. I'm just scared of failure. And that my SN isn't legit or whatever. I only have one shot at this. I know other people say that's not true but I have a tonne of life circumstances that are fucked up - if I don't successfully CTB, I honestly don't know how to keep on living. My past is horrid, my present is untenable, but the future - I can't even begin to think of it. So I don't have a plan B to CTB. And I don't have a plan B to SN. I wish I had a backup source but I don't. And I'm too scared to test too far in advance. I really don't know of another option - I hadn't heard of SN until I joined here - I had stupidly thought I could just OD on what I had on hand & only came here to find lethal quantities & that's when I found out how stupid I really am. I need to go. And soon. And I wanna get it right. I can't do guns or hanging & I'm not confident I'd get charcoal or gas right & I can't jump & I wouldn't jump in front of a train driver & I just don't know what else I could do that is idiot proof. I need idiot proof..,
I'm definitely turning off anything location related before I leave my house. Getting situated at the hotel. If I haven't tested the SN, test the SN.
Destroying the hotel phone immediately.
Have a literal checklist of what to do & do most of it, like making up the SN, taking some anxiety meds.
Then have a note to destroy phone.
And a separate list of what to do after.
So that I don't destroy before I make up the SN etc or if I need to look on here for a regimen tip or anything last minute.
But don't have after taking the SN & hoping I can just get through it. According to ER doctors, I have an unusually high pain threshold but I also make an exceptional amount of noise - they'll be pumping morphine into my stomach saying they didn't know why I hadn't gone to doctor or hospital earlier & I just shrug it off - but I make a racket, just like I do at the gym - I don't want to but I'm always the loudest groaner & grunter there too. It's embarrassing in those circumstances but really fucking terrifying in these CTB & SN circumstances. Anxiety is a bitch & tachycardia mimics it & I've suffered both & it's very easy to confuse one for the other. I'm hoping I can get the right amount of anxiety meds into me without vomiting & that it's all smooth sailing. I see a lot in the unsuccessful cases that it's about being found too quickly or panicking & calling for help, rather than actually mucking up the SN….","Jul 8, 2024 at 1:02 AM",2588774,2589099,"For those planning to use SN, how are you overcoming any fear?",,,,2588882,,,,994,1,2024-10-05T06:41:13.776437Z,988,8.728.399.999.999.990,"{""choices"":[""2 thoughts about killing yourself?"",""thinking about how you might do this?"",""thoughts and some intention of acting on them?"",""started to work or did you intent to carry out this plan?"",""high risk""]}",2024-10-05T06:41:19.179394Z,3
rj3542,"@DOHARDTHINGS24
I'm dealing with uncertainties too and it's also not an option for me to fail because of life circumstances. I can't take care of myself independently very well anymore and the alternatives are awful.

The closer I get to my ctb date the more I'm starting to freak out about whether I'll succeed. I do have nitrogen setup, but I had an unusual experience where I didn't pass out even with oxygen down to 55%. I've only passed out once and it was from a bad head injury. I'm worried I won't go unconscious for a long time or that I'll also have paradoxical reactions to the meds.

With the noise you make, may I suggest an airbnb instead of hotel? There have been more than a few reports of people being rescued too early in hotels because other guests heard the noises and someone called paramedics.

Wishing you good luck and peace. It's not an easy journey to make.","Jul 8, 2024 at 1:11 PM",,2589581,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,995,1,2024-10-05T06:42:31.785596Z,989,71.458,"{""choices"":[""2 thoughts about killing yourself?"",""thoughts and some intention of acting on them?"",""started to work or did you intent to carry out this plan?"",""done, started or prepared to do anything to end your life?"",""high risk""]}",2024-10-05T06:42:31.785596Z,3
Joansoon,That's a good idea... But Idk about the lips.,"Jul 8, 2024 at 10:27 PM",2588949,2590122,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,996,1,2024-10-05T06:42:35.509506Z,990,3.038,no enough information,2024-10-05T06:42:35.509506Z,5
DOHARDTHINGS24,"Hey thanks. I'm looking into rural cabin like properties that aren't attached, like a crappy caravan park or an expensive (leave credit debt to my ex…) villa style place. Another helpful tip someone generously gave me on here was to set myself up on the floor in the recovery position - no chance of people hearing me fall off anything etc. I'm known for the paradoxical & adverse & idiosyncratic & the rest for side effects too - runs in my family - I can never remember what they're called…And your first paragraph is defs where I'm at too. Sorry that's where you're at.","Jul 9, 2024 at 4:24 AM",2589581,2590294,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,997,1,2024-10-05T06:43:33.196277Z,991,57.016,suicide supportive,2024-10-05T06:43:33.196277Z,5
andreamysk,"I believe that many people feel the same fear here. However, you were good at planning things and recovering what was necessary. I will focus on the pain that has accompanied me for years (as well as for you, from what I have read) and on the relativity of the pain that the SN may cause (however short, compared to a time measured in years). I try every day to visualize the sense of peace and relief in interrupting this state of suffering (like athletes visualize their performance before a race: it seems bullshit, but it works; visualize that state of peace, whenever you have the opportunity. .. the panic will not disappear, but you will give it less space: take it as a daily exercise).
I wish you all the best and relief.","Jul 16, 2024 at 9:27 AM",2586604,2598313,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,998,1,2024-10-05T06:44:05.132760Z,992,31.29,suicide supportive,2024-10-05T06:44:05.132760Z,5
Mebius,"I feel like there is some element of impulsivity required for it to truly work, thats how i got the guts to attempt for real anyway.","Jul 16, 2024 at 9:30 AM",2598313,2598314,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,999,1,2024-10-05T06:44:14.970688Z,993,9.267,no enough information,2024-10-05T06:44:14.970688Z,5
LifeQuitter,I want to know that I've died and that's most likely impossible.,"Jul 16, 2024 at 9:46 AM",,2598321,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,1000,1,2024-10-05T06:44:21.009168Z,994,5.491,no enough information,2024-10-05T06:44:21.009168Z,5
EternalSummer,"One of the key things about making sn peaceful is taking a large dose of crushed rapid absorption benzo( oxazepam, diazepam(valium)), this will make you sleep before you even feel the sn kicking in.","Jul 16, 2024 at 10:37 AM",2586604,2598359,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,1001,1,2024-10-05T06:44:30.975617Z,995,9.298,method,2024-10-05T06:44:30.975617Z,5
DOHARDTHINGS24,"I really hope that's true. I'm scared I'm not getting enough research, scared that desperation will make me stupid, they adhd will fuck up my memory, all of it. I'm gonna handwrite my whole plan, including a packing list, what to do when I get there, come up with a protocol & put on here for people to nitpick (in a good way). I'm worried the anxiety of fucking it up, the anxiety of having to rush it, the anxiety that it's necessary to tell some lies (about where I am etc, I'm not good at it & I hate doing it) the anxiety that I don't know all the ways I can be tracked (not just paranoia, my ex is still in my stuff…) that I'll be found too soon if he is tracking me, what the punishment will be, what damage I'll have done in the process. So many things in my control, so many things not. But the anxiety of SI is a big one as it's impossible to predict - I want this, I need this, I won't change my mind, but I have seen what SI is capable of achieving, even when it goes against your rational brain, it can just override. And that's scary. So I want the benzos to kick in quick, but also know that I'll be too drowsy to achieve much afterwards…aaahhhhh!!!!!","Jul 16, 2024 at 11:53 PM",2598359,2599053,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,1002,1,2024-10-05T06:45:18.782698Z,996,47.123,"{""choices"":[""2 thoughts about killing yourself?"",""thinking about how you might do this?"",""started to work or did you intent to carry out this plan?"",""high risk""]}",2024-10-05T06:45:18.782698Z,3
Nigh,What about wearing gloves?,"Jul 16, 2024 at 11:59 PM",2588949,2599055,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,1003,1,2024-10-05T06:45:22.744087Z,997,3.288,no enough information,2024-10-05T06:45:22.744087Z,5
divinemistress36,Oh thats a good idea,"Jul 17, 2024 at 12:04 AM",2599055,2599060,"For those planning to use SN, how are you overcoming any fear?",,,,,,,,1004,1,2024-10-05T06:45:25.570964Z,998,2.248,no enough information,2024-10-05T06:45:25.570964Z,5
kvsvenky100,"I'm finding it very difficult to get Benzodiazepines, so I'm thinking of using sleeping pills instead. Will they work as well for CTB?","Jul 16, 2024 at 5:51 AM",,2598127,Will sleeping pills work as well as Benzos for the SN method?,,,,,,,,1005,1,2024-10-05T06:45:35.427875Z,999,9.225,"{""choices"":[""done, started or prepared to do anything to end your life?"",""high risk"",""method""]}",2024-10-05T06:45:35.427875Z,3
Dayrain,Which ones are you talking about?,"Jul 16, 2024 at 6:28 AM",2598127,2598161,Will sleeping pills work as well as Benzos for the SN method?,,,,,,,,1006,1,2024-10-05T06:45:41.077591Z,1000,5.021,no enough information,2024-10-05T06:45:41.077591Z,5
kvsvenky100,"Zolpidem, Eszopiclone, Belsomra.","Jul 16, 2024 at 6:55 AM",2598161,2598180,Will sleeping pills work as well as Benzos for the SN method?,,,,,,,,1007,1,2024-10-05T06:45:44.618252Z,1001,2.934,method,2024-10-05T06:45:44.618252Z,5
ms-lovely,"I have a similar question but my option would be Quetiapine, wondering if that would work with SN.","Jul 16, 2024 at 11:45 PM",,2599047,Will sleeping pills work as well as Benzos for the SN method?,,,,,,,,1008,1,2024-10-05T06:45:50.095594Z,1002,4.79,method,2024-10-05T06:45:50.095594Z,5
kvsvenky100,"Nope, quetiapine doesn't work, it is not strong enough.","Jul 16, 2024 at 11:47 PM",2599047,2599050,Will sleeping pills work as well as Benzos for the SN method?,,,,,,,,1009,1,2024-10-05T06:45:53.924343Z,1003,3.193,method,2024-10-05T06:45:53.924343Z,5
ms-lovely,"Too bad, i've only had one once and i was out of it for a good while, i guess that just happened because im tiny and i wasn't used to it. I'm getting them from a friend since i don't have any prescriptions and thats the only thing available to me. Friday will be the day i CBT, i don't have time to figure something else out.","Jul 16, 2024 at 11:53 PM",2599050,2599052,Will sleeping pills work as well as Benzos for the SN method?,,,,,,,,1010,1,2024-10-05T06:46:16.774366Z,1004,22.187,"{""choices"":[""2 thoughts about killing yourself?"",""thoughts and some intention of acting on them?"",""started to work or did you intent to carry out this plan?"",""done, started or prepared to do anything to end your life?"",""high risk""]}",2024-10-05T06:46:16.774366Z,3
-nobodyknows-,"Nine years.

I worked on myself for nine years so that one day I could tell the person who kept me from killing myself that I had reached the point they said I would.

I had three goals: get off medication, make friends, and have faith in God.

I got to that point. I tried telling them today. They still won't speak to me.

I don't blame them. I was an ass to them all those years ago, and eventually they just stopped talking to me.

Now it feels pointless. I wanted to be able to tell them that. I don't need to be friends with them again or anything, but I needed to hear them say ""I told you so"".

I can't stand this. It's driving me crazy. I don't know what to do. The one single reason why I bothered trying will not happen. It's beyond disappointing.

I hate myself so fucking much.","Jul 13, 2024 at 3:02 AM",,2594661,My reason for trying to recover just went out the window,,,,,,,,1011,1,2024-10-05T06:46:45.383603Z,1005,27.992,no enough information,2024-10-05T06:46:45.383603Z,5
kyhoti,"Well, I'm proud of you for your hard work. Recovery of any type is tough. Good on ya!","Jul 13, 2024 at 3:50 AM",,2594681,My reason for trying to recover just went out the window,,,,,,,,1012,1,2024-10-05T06:46:50.793282Z,1006,4.684,supportive,2024-10-05T06:46:50.793282Z,5
AgentAlaniKelso,"But look at all the good you've done for yourself, even if that wasn't your original motivation. You got off meds, you've made friends, and you've found your faith. YOU did that, you put in the work. I challenge you to look deep within and recognize the work you've done is really for YOU, not for anyone else. I know a great big ""fuck you"" would feel great. But will that change anything? Your ""fuck you"" to this person is living well - off meds, with friends, and with your faith. Fuck that person. You made it this far without them/despite of them. I AM PROUD OF YOU.","Jul 16, 2024 at 11:33 PM",,2599035,My reason for trying to recover just went out the window,,,,,,,,1013,1,2024-10-05T06:47:01.734775Z,1007,10.309,supportive,2024-10-05T06:47:01.734775Z,5
LifeIsBS,"hello, i have seen other threads with this same request and i am sorry i am making a new thread, but i found that member account needs to be old to be trustworthy. so could anyone buy from a trusted known source and help ship sn to me? or is there a way i could prove that i am not gonna tell authorities? i have been on this site for several months but recently made an account because i am thinking of changing my preferred method from partial to SN but i don't have sources, i have looked online but no luck. but if i can't find it in next few days then i will have to go with partial which i am not sure i could pull off. please help.","Jun 1, 2024 at 10:10 PM",,2544950,"SN source in india please, its fine if you can't directly share the sources",,,,,,,,1014,1,2024-10-05T06:47:21.989415Z,1008,19.585,"{""choices"":[""done, started or prepared to do anything to end your life?"",""high risk"",""method""]}",2024-10-05T06:47:21.989415Z,3
sugarh1gh,"Yeah, you are fairly new (I mean, who am I to speak). But people here really don't give out the sources because it is dangerous.
Genuinely, we don't want to be associated with assistance and I heard you could get banned.
And there was quite few times where authorities connected people who ctb to this forum.
You would have to stick around for some time, connecting with other people.
I am sorry that's all I could say. I am in the same place as you, and it is devastating to not know the source.
But I can assure you someone will help you as long as you are sticking around.

And even if you have the source (I don't know where you live) and order SN, it would probably not arrive in next couple of days.","Jun 1, 2024 at 10:31 PM",,2544960,"SN source in india please, its fine if you can't directly share the sources",,,,,,,,1015,1,2024-10-05T06:47:47.615455Z,1009,24.994,method,2024-10-05T06:47:47.615455Z,5
LifeIsBS,"@sugarh1gh hey, really appreciate the reply. i understand. i would be going with partial then unless i back out again, then i might have to wait for SN, but sooner the better.","Jun 2, 2024 at 2:34 AM",,2545103,"SN source in india please, its fine if you can't directly share the sources",,,,,,,,1016,1,2024-10-05T06:48:03.979607Z,1010,15.785,"{""choices"":[""done, started or prepared to do anything to end your life?"",""high risk""]}",2024-10-05T06:48:03.979607Z,3
sugarh1gh,"I wish you the very best.
Hope you find the eternal peace.","Jun 2, 2024 at 5:07 AM",2545103,2545244,"SN source in india please, its fine if you can't directly share the sources",,,,,,,,1017,1,2024-10-05T06:48:09.416075Z,1011,4.778,suicide supportive,2024-10-05T06:48:09.416075Z,5
kvsvenky100,I could give you the source if you want.,"Jul 16, 2024 at 10:02 AM",,2598335,"SN source in india please, its fine if you can't directly share the sources",,,,,,,,1018,1,2024-10-05T06:48:15.728191Z,1012,5.681,method,2024-10-05T06:48:15.728191Z,5
icetealatte,Is it any source other than jm or sd sources?,"Jul 16, 2024 at 11:47 AM",2598335,2598433,"SN source in india please, its fine if you can't directly share the sources",,,,,,,,1019,1,2024-10-05T06:48:19.691399Z,1013,3.33,method,2024-10-05T06:48:19.691399Z,5
